file,chunk_id,content
QMHC_Qld_Trauma_Strategy_FINAL.pdf,88,"outcomes for Queenslanders. & Hasan, T 2015, ‘A systematic review of post-traumatic Available online at https://documents.parliament.qld. stress disorder and depression amongst Iraqi refugees gov.au/tp/2022/5722T743-64F1.pdf. located in Western countries’, Journal of Immigrant and Minority Health, vol. 17, no. 4, pp. 1231-1239, DOI:10.1007/s10903-014-0046-3. The Queensland Trauma Strategy 2024–2029 49 References 74 Queensland Government (Queensland Mental Health 81 Morson, S & Hogan, M 2024, ‘The experience of trauma Commission) 2018, Changing attitudes, changing lives by Queensland children’ Consultation paper developed Options to reduce stigma and discrimination for people for the Queensland Mental Health Commission, viewed experiencing problematic alcohol and other drug use, 3 May 2024, https://6232990.fs1.hubspotusercontent- viewed 26 June 2024, https://www.qmhc.qld.gov.au/ na1.net/hubfs/6232990/Trauma%20Strategy%20 sites/default/files/downloads/changing_attitudes_ Consultation%20Papers/QMHC%20Trauma%20 changing_lives_options_to_reduce_stigma_and_ Strategy%20Consultation%20Paper_Children-1.pdf. discrimination_for_people_experiencing_problematic_ 82 Morson, S & Hogan, M 2024, ‘The experience of trauma alcohol_and_other_drug_use.pdf. by Queensland children’ Consultation paper developed 75 O, Bourne, A, McNair, R, Carman, M & Lyons, A 2020, for the Queensland Mental Health Commission, viewed Private Lives 3: The health and wellbeing of LGBTIQ 3 May 2024, https://6232990.fs1.hubspotusercontent- people in Australia, ARCSHS Monograph Series No. 122. na1.net/hubfs/6232990/Trauma%20Strategy%20 Melbourne, Australia: Australian Research Centre in Sex, Consultation%20Papers/QMHC%20Trauma%20 Health and Society, La Trobe University. Strategy%20Consultation%20Paper_Children-1.pdf. 76 Morson, S & Hogan, M 2024, ‘The experience of trauma 83 Morson, S & Hogan, M 2024, ‘The experience of trauma by Queensland children’ Consultation paper developed by Queensland children’ Consultation paper developed for the Queensland Mental Health Commission, viewed for the Queensland Mental Health Commission, viewed 3 May 2024, https://6232990.fs1.hubspotusercontent- 3 May 2024, https://6232990.fs1.hubspotusercontent- na1.net/hubfs/6232990/Trauma%20Strategy%20 na1.net/hubfs/6232990/Trauma%20Strategy%20 Consultation%20Papers/QMHC%20Trauma%20 Consultation%20Papers/QMHC%20Trauma%20 Strategy%20Consultation%20Paper_Children-1.pdf. Strategy%20Consultation%20Paper_Children-1.pdf. 77 Australian Government (Department of the Prime 84 Queensland Government (Queensland Family and Minister and Cabinet) 2023, A 10-year-plan to unleash Child Commission), 2024, Exiting youth detention: the full capacity and contribution of women to the preventing crime by improving post-release support, Australian economy 2023–2033, viewed 28 June 2024, viewed"
QMHC_Qld_Trauma_Strategy_FINAL.pdf,89,"77 Australian Government (Department of the Prime 84 Queensland Government (Queensland Family and Minister and Cabinet) 2023, A 10-year-plan to unleash Child Commission), 2024, Exiting youth detention: the full capacity and contribution of women to the preventing crime by improving post-release support, Australian economy 2023–2033, viewed 28 June 2024, viewed 26 June 2024, https://www.qfcc.qld.gov.au/ https://www.pmc.gov.au/sites/default/files/resource/ sites/default/files/202406/Exiting%20youth%20 download/womens-economic-equality-taskforce-final- detention%20report%20June%202024.pdf. report.pdf. 85 ANROWS 2020, Constructions of complex trauma and 78 Australian Government (Department of Health) 2017, implications for women’s wellbeing and safety from My Life My Lead: Opportunities for strengthening violence, viewed 26 June 2024, https://www.anrows. approaches to the social determinants and org.au/project/constructions-of-complex-trauma-and- cultural determinants of Indigenous health: implications-for-womens-wellbeing-and-safety-from- Report on the national consultations, viewed violence/. 24 May 2024, http://www.health.gov.au/internet/ 86 Our Watch 2021, Change the Story: A shared framework main/publishing.nsf/Content/D2F6B905F3F 38 for the primary prevention of violence against women in 667DACA2580D400014BF1/$File/My%20Life%20 Australia, 2nd edn, viewed 26 June 2024, https://assets. My%20Lead%20Consult ation%20Report.pdf. ourwatch.org.au/assets/Key-frameworks/Change-the- 79 Rawlinson, C 2024, ‘Pregnancy and Early Parenting’, story-Our-Watch-AA.pdf. Consultation paper developed for the Queensland 87 Commonwealth of Australia (Department of Social Mental Health Commission, viewed 3 May 2024, Services), National Plan to End Violence against Women https://6232990.fs1.hubspotusercontent-na1.net/ and Children 2022–2032, Executive Summary, viewed hubfs/6232990/QMHC%20Trauma%20Strategy%20 26 June 2024, https://www.dss.gov.au/sites/default/ -%20Pregnancy%20and%20Early%20Parenting-1.pdf. files/documents/12_2023/national-plan-executive- 80 Rawlinson, C. 2024, ‘Pregnancy and Early Parenting’, summary.pdf. Consultation paper developed for the Queensland 88 Phoenix Australia National Centre of Excellence in Mental Health Commission, viewed 3 May 2024, Posttraumatic Mental Health 2023, The mental health https://6232990.fs1.hubspotusercontent-na1.net/ impacts of family violence, viewed 26 June 2024, hubfs/6232990/QMHC%20Trauma%20Strategy%20 https://www.phoenixaustralia.org/news/the-mental- -%20Pregnancy%20and%20Early%20Parenting-1.pdf. health-impacts-of-family-violence/. 50 The Queensland Trauma Strategy 2024–2029 References 89 Procter, N, Ferguson, M, Loughead, M & McIntyre, 100 World Health Organization 2022, Mental health, viewed H 2024, ‘Trauma-informed approaches to suicide 27 April 2023, https://www.who.int/news-room/ prevention’, Consultation paper developed for the fact-sheets/detail/mental-health-strengthening-our- Queensland Mental Health Commission, viewed 05 response."
QMHC_Qld_Trauma_Strategy_FINAL.pdf,90,"-%20Pregnancy%20and%20Early%20Parenting-1.pdf. health-impacts-of-family-violence/. 50 The Queensland Trauma Strategy 2024–2029 References 89 Procter, N, Ferguson, M, Loughead, M & McIntyre, 100 World Health Organization 2022, Mental health, viewed H 2024, ‘Trauma-informed approaches to suicide 27 April 2023, https://www.who.int/news-room/ prevention’, Consultation paper developed for the fact-sheets/detail/mental-health-strengthening-our- Queensland Mental Health Commission, viewed 05 response. July 2024,https://6232990.fs1.hubspotusercontent- 101 Queensland Alliance for Mental Health 2022, Wellbeing na1.net/hubfs/6232990/2024-04-16%20 First, Second edition, November 2022, viewed Evidence%20summary-%20Trauma%20informed%20 2 May 2024, https://www.qamh.org.au/wellbeing/ approaches%20to%20suicide%20prevention_.pdf. wellbeing-first/. 90 Healing Foundation 2024, Community Healing, 102 Australian Government (Productivity Commission) 2020, viewed 7 July 2024, https://healingfoundation.org.au/ Mental Health, Report no. 95, Australian Government, community-healing/. Canberra. Available online at https://www.pc.gov.au/ 91 Australian Institute of Health and Welfare 2024, inquiries/completed/mental-health#report. Determinants of health for First Nations people, 103 Reconciliation Australia 2024, What is reconciliation? viewed 7 July 2024, https://www.aihw.gov.au/reports/ viewed 27 May 2024, https://www.reconciliation.org. australias-health/social-determinants-and-indigenous- au/reconciliation/what-is-reconciliation/. health. 104 Australian Government (Australian Health Ministers’ 92 Australian Institute of Health and Welfare 2024, Contact Advisory Council) 2017, National Strategic Framework with the Criminal Justice System, viewed 18 June 2024, for Aboriginal and Torres Strait Islander Peoples’ Mental https://www.indigenoushpf.gov.au/measures/2-11- Health and Social and Emotional Wellbeing 2017–2023, contact-with-the-criminal-justice-system. Australian Government, Canberra. Available online at 93 Australian Government (Productivity Commission) 2020, https://www.niaa.gov.au/resource-centre/national- Mental Health, Report no. 95, Australian Government, strategic-framework-aboriginal-and-torres-strait- Canberra. Available online at https://www.pc.gov.au/ islander-peoples-mental. inquiries/completed/mental-health#report. 105 World Health Organization 2021, Health Promotion 94 Public Health Wales NHS Trust 2022, Trauma-Informed Glossary of Terms 2021, World Health Organisation, Wales: A Societal Approach to Understanding, Geneva. Available online at https://www.who.int/ Preventing and Supporting the Impacts of Trauma publications/i/item/9789240038349. and Adversity, viewed 27 May 2024, https:// 106 Blue Knot n.d., Applying Trauma-Informed Principles traumaframeworkcymru.com/wp-content/ to Conversations About Trauma, viewed 18 June 2024, uploads/2022/07/Trauma-Informed-Wales-Framework. https://blueknot.org.au/resources/blue-knot-fact- pdf. sheets/talking-about-trauma/applying-trauma- 95 Agency for Clinical Innovation n.d., Co-design toolkit, informed-principles-to-conversations-about-trauma/. NSW Government, viewed 26 June 2024, https://aci. 107"
QMHC_Qld_Trauma_Strategy_FINAL.pdf,91,"Supporting the Impacts of Trauma publications/i/item/9789240038349. and Adversity, viewed 27 May 2024, https:// 106 Blue Knot n.d., Applying Trauma-Informed Principles traumaframeworkcymru.com/wp-content/ to Conversations About Trauma, viewed 18 June 2024, uploads/2022/07/Trauma-Informed-Wales-Framework. https://blueknot.org.au/resources/blue-knot-fact- pdf. sheets/talking-about-trauma/applying-trauma- 95 Agency for Clinical Innovation n.d., Co-design toolkit, informed-principles-to-conversations-about-trauma/. NSW Government, viewed 26 June 2024, https://aci. 107 SAMHSA 2023, Practical Guide for Implementing a health.nsw.gov.au/projects/co-design. Trauma-Informed Approach, viewed 18 June 2024, 96 Victorian Transcultural Mental Health 2021, An https://store.samhsa.gov/sites/default/files/pep23- Integrated Approach to Diversity Equity and Inclusion 06-05-005.pdf. in Mental Health Service Provision in Victoria: A Position 108 Blake, J, Kato, A & Scott, J 2024, ‘Whole-of-government Paper, Victorian Transcultural Mental Health, viewed trauma strategy’, Consultation paper developed for 28 June 2024, https://vtmh.org.au/wp-content/ the Queensland Mental Health Commission, viewed uploads/2021/10/VTMHPositionPaper2021_.pdf. 1 May 2024, https://6232990.fs1.hubspotusercontent- 97 Victorian Transcultural Mental Health 2021, An na1.net/hubfs/6232990/QMHC%20Discussion%20 Integrated Approach to Diversity Equity and Inclusion paper%20-%20Trauma%20Introduction-plain-text_ in Mental Health Service Provision in Victoria: A Position version2.pdf. Paper, Victorian Transcultural Mental Health, viewed 109 Blake, J, Kato, A & Scott, J 2024, ‘Whole-of-government 28 June 2024, https://vtmh.org.au/wp-content/ trauma strategy’, Consultation paper developed for uploads/2021/10/VTMHPositionPaper2021_.pdf. the Queensland Mental Health Commission, viewed 98 Australian Government (Productivity Commission) 2020, 1 May 2024, https://6232990.fs1.hubspotusercontent- Mental Health, Report no. 95, Australian Government, na1.net/hubfs/6232990/QMHC%20Discussion%20 Canberra. Available online at https://www.pc.gov.au/ paper%20-%20Trauma%20Introduction-plain-text_ inquiries/completed/mental-health#report. version2.pdf. 99 Goodwin, N 2016, ‘Understanding integrated care’, International Journal of Integrated Care, vol. 16, no. 4, article 6, pp. 4-6, DOI:10.5334/ijic.2530. The Queensland Trauma Strategy 2024–2029 51 References 110 de Boer, K, Arnold, C, Mackelprang, J & Nedeljovic, M 118 Atkinson, J 2024, ‘Prevalence and impacts of trauma in 2022, ‘Barriers and facilitators to treatment seeking First Nations communities in Queensland’ Consultation and engagement amongst women with complex trauma paper developed for the Queensland Mental Health histories’ in Health Soc Care Community, vol. 30, no. 6, Commission, viewed 1"
QMHC_Qld_Trauma_Strategy_FINAL.pdf,92,"118 Atkinson, J 2024, ‘Prevalence and impacts of trauma in 2022, ‘Barriers and facilitators to treatment seeking First Nations communities in Queensland’ Consultation and engagement amongst women with complex trauma paper developed for the Queensland Mental Health histories’ in Health Soc Care Community, vol. 30, no. 6, Commission, viewed 1 May 2024, https://6232990. pp. 4303-4310. fs1.hubspotusercontent-na1.net/hubfs/6232990/ Trauma%20Strategy%20Consultation%20Papers/ 111 Australian Institute of Health and Welfare 2024, Family, Prevalence%20and%20Impacts%20of%20Trauma%20 domestic and sexual violence, viewed 6 June 2024, in%20First%20Nations%20Communities%20QLD.pdf. https://www.aihw.gov.au/family-domestic-and-sexual- violence/resources/fdsv-summary. 119 Queensland Government (former Department of Seniors, Disability Services and Aboriginal and Torres 112 State of Victoria 2021, Royal Commission into Victoria’s Strait Islander Partnerships) 2021, Treaty Advancement Mental Health System, viewed 2 May 2024, https:// Committee Report, viewed 3 May 2024, https://www. content.vic.gov.au/sites/default/files/2024-01/ dsdsatsip.qld.gov.au/resources/dsdsatsip/work/atsip/ RCVMHS_FinalReport_Vol1_Accessible.pdf. reform-tracks-treaty/path-treaty/treaty-advancement- 113 Felitti, VJ., Anda, RF., Nordenberg, D., et al. ‘Relationship committee-report.pdf. of childhood abuse and household dysfunction to many 120 Atkinson, J 2024, ‘Prevalence and impacts of trauma in of the leading causes of death in adults: The Adverse First Nations communities in Queensland’, Consultation Childhood Experiences (ACE) Study’, American Journal paper developed for the Queensland Mental Health of Preventive Medicine, vol. 14, no. 4, pp. 245-258, Commission, viewed 1 May 2024, https://6232990. DOI:10.1016/S0749-3797(98)00017-8. fs1.hubspotusercontent-na1.net/hubfs/6232990/ 114 Morson, S & Hogan, M 2024, ‘The experience of trauma Trauma%20Strategy%20Consultation%20Papers/ by Queensland children’, Consultation paper developed Prevalence%20and%20Impacts%20of%20Trauma%20 for the Queensland Mental Health Commission, viewed in%20First%20Nations%20Communities%20QLD.pdf. 2 May 2024, https://6232990.fs1.hubspotusercontent- 121 Kronick, R 2017, ‘Mental Health of Refugees and Asylum na1.net/hubfs/6232990/Trauma%20Strategy%20 Seekers: Assessment and Intervention’, Canadian Consultation%20Papers/QMHC%20Trauma%20 Journal of Psychiatry, vol. 63, no. 5, pp. 290-296, Strategy%20Consultation%20Paper_Children-1.pdf. DOI:10.1177/0706743717746665. 115 Hoehn, E & De Young, A 2024, ‘Infants and Young 122 Ranse, J & Jones, R 2024, ‘Disaster preparation, Children’, Consultation paper developed for the response, and recovery’, Consultation paper developed Queensland Mental Health Commission, viewed for the Queensland Mental"
QMHC_Qld_Trauma_Strategy_FINAL.pdf,93,"Psychiatry, vol. 63, no. 5, pp. 290-296, Strategy%20Consultation%20Paper_Children-1.pdf. DOI:10.1177/0706743717746665. 115 Hoehn, E & De Young, A 2024, ‘Infants and Young 122 Ranse, J & Jones, R 2024, ‘Disaster preparation, Children’, Consultation paper developed for the response, and recovery’, Consultation paper developed Queensland Mental Health Commission, viewed for the Queensland Mental Health Commission, viewed 3 May 2024, https://6232990.fs1.hubspotusercontent- 1 May 2024, https://6232990.fs1.hubspotusercontent- na1.net/hubfs/6232990/QMHC%20Trauma%20 na1.net/hubfs/6232990/Disaster%20guidance%20 Strategy%20-%20Infant%20and%20Early%20 consultation%20paper.pdf. Childhood%20Updated.pdf. 123 Queensland Government (Queensland Reconstruction 116 Phoenix Australia Centre for Posttraumatic Mental Authority) 2024, Disaster Risk, viewed 18 June 2024, Health 2024, ‘Prevalence and impact of trauma in https://www.getready.qld.gov.au/understand-your- high-risk professions’, Consultation paper developed risk/disaster-risk#:~:text=Since%202011%2C%20 for the Queensland Mental Health Commission, viewed Queenslanders%20have%20faced,cyclones%2C%20 1 May 2024, https://6232990.fs1.hubspotusercontent- storm%20tides%20and%20floods. na1.net/hubfs/6232990/Trauma%20Strategy%20 Consultation%20Papers/QMHC%20Trauma%20 124 Blake, J, Kato, A & Scott, J 2024, ‘Whole-of-government Strategy%20Consultation%20Paper_High-risk%20 trauma strategy’, Consultation paper developed for professions.pdf. the Queensland Mental Health Commission, viewed 1 May 2024, https://6232990.fs1.hubspotusercontent- 117 Darwin L, Vervoort S, Vollert E & Blustein S, 2023, na1.net/hubfs/6232990/QMHC%20Discussion%20 Intergenerational trauma and mental health, paper%20-%20Trauma%20Introduction-plain-text_ Catalogue number IMH 18, Australian Institute version2.pdf. of Health and Welfare, Australian Government. 52 The Queensland Trauma Strategy 2024–2029 Need help? Thinking and reading about mental ill-health, problematic alcohol and other drug use, and suicide can be distressing. If you need help, please ask for the support you need. No one needs to face their problems alone. National 24/7 support services Lifeline 13 11 14 www.lifeline.org.au/gethelp Suicide Call Back Service 1300 659 467 www.suicidecallbackservice.org.au MensLine Australia 1300 789 978 www.mensline.org.au Beyond Blue Support Service 1300 224 636 www.beyondblue.org.au 13YARN 13 92 76 www.13yarn.org.au SANE Australia Helpline 1800 187 263 www.sane.org QLife (LGBTQIA+) 1800 184 527 www.qlife.org.au Kids Helpline 1800 551 800 www.kidshelpline.com.au Defence Family Helpline 1800 624 608 www.defence.gov.au/dco/defence-helpline.asp Alcohol and other drugs support services National Alcohol and Other Drug Hotline 1800 250 015 www.health.gov.au/contacts/national-alcohol- and-other-drug-hotline adis 1800"
QMHC_Qld_Trauma_Strategy_FINAL.pdf,94,"13YARN 13 92 76 www.13yarn.org.au SANE Australia Helpline 1800 187 263 www.sane.org QLife (LGBTQIA+) 1800 184 527 www.qlife.org.au Kids Helpline 1800 551 800 www.kidshelpline.com.au Defence Family Helpline 1800 624 608 www.defence.gov.au/dco/defence-helpline.asp Alcohol and other drugs support services National Alcohol and Other Drug Hotline 1800 250 015 www.health.gov.au/contacts/national-alcohol- and-other-drug-hotline adis 1800 177 833 www.adis.health.qld.gov.au Family Drug Support 1300 368 186 www.fds.org.au Post suicide bereavement support services StandBy Response Service 1300 727 247 www.standbysupport.com.au Thirrili Postvention Suicide Support 1800 805 801 www.thirrili.com.au/find-support Telephone Interpreter Service If you require translation support, please ask the telephone support service to use the Translating and Interpreting Service by phoning 1800 131 450. Hearing impaired callers Dial 106 by TTY or in an emergency use National Relay Services TTY number 1800 555 677."
State-school-exclusions.pdf,0,"State school exclusions Please note: the information in this sheet applies to state schools only. If you are attending a private school, the school will have its own processes for exclusion and you should ask for a copy of these. When can I be excluded? You can be excluded from school for:1 • persistent disobedience (repeatedly not doing what the teacher or principal asks you to do) • misbehaviour • conduct, even things done outside of school, that adversely affects other students or that is harmful to the proper running of the school such as being disruptive in class, damaging school property, fighting in the playground or possessing or dealing in drugs in or outside of school • being a risk to the safety or wellbeing of other students or staff. AND • your behaviour is so serious that being suspended is not enough. You can also be excluded if you are convicted of an offence. It doesn’t matter if the offence has nothing to do with the school or if it happened outside of school hours or even if it did not happen in Queensland and would not be in the best interests of other students and staff for you to be enrolled at the school.2 Usually principals will make the decision to exclude. If the principal thinks someone else needs to make the decision, then they can ask the head of Education Queensland, the Chief Executive, to consider excluding you.3 Exclusion is a last resort and should only be used where other ways to try and address your behaviour have failed. If you are charged with a very serious offence, you may be suspended or excluded as the first option because, for example, they think you may be a risk to other students or staff. 1 Education (General"
State-school-exclusions.pdf,1,"be used where other ways to try and address your behaviour have failed. If you are charged with a very serious offence, you may be suspended or excluded as the first option because, for example, they think you may be a risk to other students or staff. 1 Education (General Provisions) Act 2006 (Qld) s 292(1), (3). 2 Education (General Provisions) Act 2006 (Qld) s 292(2). 3 Education (General Provisions) Act 2006 (Qld) s 297. Reviewed 06/08/2025 This sheet is intended to provide general legal information about the law in Queensland. This information is not legal advice. If you have a particular legal problem you should contact a solicitor for legal advice. At the end is a list of agencies that might be able to assist you, including legal agencies. State school exclusions What happens if the Principal or the Chief Executive wants to exclude me? You cannot be excluded without written notice. You must first be given a written notice (Proposed Exclusion Notice) telling you that they intend to exclude you. This is usually a letter from the school,4 but the letter could come from the Chief Executive.5 If you have not already been suspended the notice will also say that you are suspended until a decision is made whether to exclude you or not. A principal can only exclude you from their school.6 A principal can exclude you for either up to 1 year or permanently.7 The Chief Executive can exclude you from all state schools or specific state schools for up to 1 year or permanently.8 You cannot be excluded for longer than the period set out in the written notice/letter. Once you have been given the Proposed Exclusion Notice, if you haven’t already been suspended, you will be immediately suspended.9 The suspension lasts until a final"
State-school-exclusions.pdf,2,"state schools for up to 1 year or permanently.8 You cannot be excluded for longer than the period set out in the written notice/letter. Once you have been given the Proposed Exclusion Notice, if you haven’t already been suspended, you will be immediately suspended.9 The suspension lasts until a final decision of the proposed exclusion is made. Do I have to do school work while I am suspended while an exclusion decision is made? The Principal or Chief Executive must arrange for you to be able to access an educational program so you can continue with your education during the suspension.10 You will be assigned a Regional Case Manager who will support you to engage in another education or training program. What happens next? If you have been given a Proposed Exclusion Notice threatening to exclude you from your school, the person sending the notice has up to 20 days to make a decision about excluding you from that school.11 If the Chief Executive is considering excluding you from all state schools or specified state schools they have 30 days from when they send the Proposed Exclusion Notice to you to make a decision.12 The principal or Chief Executive must consider your reasons properly before making a final decision. If you want help to write a letter it is best to seek advice as soon as you get the Proposed Exclusion Notice. 4 Education (General Provisions) Act 2006 (Qld) s 293(2). 5 Education (General Provisions) Act 2006 (Qld) s 300(2). 6 Education (General Provisions) Act 2006 (Qld) s 291(1). 7 Education (General Provisions) Act 2006 (Qld) s 295(3). 8 Education (General Provisions) Act 2006 (Qld) s 302(3). 9 Education (General Provisions) Act 2006 (Qld) ss 293 (Principal), 300 (Chief Executive). 10 Education (General Provisions) Act 2006 (Qld) ss 294 (Principal),"
State-school-exclusions.pdf,3,"6 Education (General Provisions) Act 2006 (Qld) s 291(1). 7 Education (General Provisions) Act 2006 (Qld) s 295(3). 8 Education (General Provisions) Act 2006 (Qld) s 302(3). 9 Education (General Provisions) Act 2006 (Qld) ss 293 (Principal), 300 (Chief Executive). 10 Education (General Provisions) Act 2006 (Qld) ss 294 (Principal), 301 (Chief Executive). 11 Education (General Provisions) Act 2006 (Qld) s 295(1). 12 Education (General Provisions) Act 2006 (Qld) s 302. State school exclusions Do I have to put my reasons in writing? Usually your reasons need to be in writing. You can see if someone (like the guidance officer, or one of the agencies under ‘Who can I contact for support?’ below) can meet with you so you can explain why you shouldn’t be excluded. The guidance officer may help you write up the list of reasons you shouldn’t be excluded. If you do not agree with what has been written down DO NOT sign it. You should ask the guidance officer to change anything you don’t agree with before you sign it. Can I have more time to write my reasons for not being excluded? You can ask for more time to prepare your letter. You will only be given more time if you have good reasons. If they decide to give you more time it will usually only be a few days. What if the decision is not to exclude me? If the principal or Chief Executive decides not to exclude you, they must tell you this as soon as they can and advise you that your suspension is over and you can come back to school.13 You will be sent a letter which tells you this and the reasons for it.14 You may be put on a behaviour plan which you should follow or you will"
State-school-exclusions.pdf,4,"as soon as they can and advise you that your suspension is over and you can come back to school.13 You will be sent a letter which tells you this and the reasons for it.14 You may be put on a behaviour plan which you should follow or you will risk further suspensions and possible exclusion. Returning to school If you are not excluded or your exclusion was not permanent, the principal may meet with you (and your parents) to talk about a plan for when you return to school. If you were already on a behaviour plan you will need to do what is in the plan when you return to school. What if the Principal or Chief Executive decides to exclude me? If you are excluded from a school you can ask the Chief Executive to review the decision. You must do this in writing. You have 30 days to make the submission starting from when you were given the written notice of your exclusion.15 You must clearly set out the reasons why you say the decision is wrong and any other information that supports your side of the story. Also look at the procedures about exclusion set out in the “Student Discipline Procedure” document on Education Queensland’s website at https://ppr.qed.qld.gov.au/attachment/student-discipline-procedure.pdf to see if the principal or Chief Executive has followed them. If the principal or Chief Executive have not followed those procedures you should include that information in the letter. Contact one of the agencies under ‘Who can I contact for support?’ below if you want help with the letter. You can also make an application to the Supreme Court for Judicial Review but you should talk to a lawyer if you are considering this. 13 Education (General Provisions) Act 2006 (Qld) ss 295(2)(a) (Principal), 302(2)(a) (Chief"
State-school-exclusions.pdf,5,"can I contact for support?’ below if you want help with the letter. You can also make an application to the Supreme Court for Judicial Review but you should talk to a lawyer if you are considering this. 13 Education (General Provisions) Act 2006 (Qld) ss 295(2)(a) (Principal), 302(2)(a) (Chief Executive). 14 Education (General Provisions) Act 2006 (Qld) ss 295(2)(b) (Principal), 302(2)(b) (Chief Executive). 15 Education (General Provisions) Act 2006 (Qld) s 312(2). State school exclusions What can the Chief Executive do? The Chief Executive can:16 • confirm you are excluded • exclude you but make different decisions about how long you are excluded for OR where you are excluded from • cancel/set aside the decision (which means you are not excluded) and possibly make a different decision (such as suspend rather than exclude you).17 Once the Chief Executive makes a decision they must tell you as soon as they can. Within 7 days of telling you, they must also give you a written notice including the reasons for their decision. If you are allowed back at school, they will arrange for you to return to school. This can include an interview with the principal and your parents. What if I disagree with the decision of the Chief Executive? If the Chief Executive excludes you from one or some specific state schools (whether permanently of not) you can ask the Chief Executive to review that decision (consider everything everyone concerned has to say and to make a decision). You have 30 days to ask for the review18 and then the Chief Executive has 40 days from when they receive your letter to make a decision.19 While you are waiting you may be able to enrol in the School of Distance Education. If the Chief Executive excludes you from all state"
State-school-exclusions.pdf,6,"30 days to ask for the review18 and then the Chief Executive has 40 days from when they receive your letter to make a decision.19 While you are waiting you may be able to enrol in the School of Distance Education. If the Chief Executive excludes you from all state schools (whether permanently or not) you can apply to QCAT to have the decision reviewed.20 If the Chief Executive excludes you from one or some particular state schools (whether permanently or not) you can make an application to the Supreme Court for Judicial Review but you should talk to a lawyer if you are considering this. How does QCAT work? QCAT’s job is to review decisions made by government departments like the Department of Education. QCAT can review the decision by the Chief Executive to exclude you. You have 28 days after you get the notice telling you that you’re excluded to apply to QCAT for them to look at your case again.21 You will need to use QCAT Form 23 which you can find on the QCAT website www.qcat.qld.gov.au or by calling the number below. For help with filling out the form contact one of the people below. Once you send the form to QCAT they will send you a letter to let you know what is happening. QCAT might decide to contact Education Queensland to invite them to have another look at the decision to exclude you. Contact a lawyer who can help you with this review to QCAT. 16 Education (General Provisions) Act 2006 (Qld) s 313(1). 17 Education (General Provisions) Act 2006 (Qld) s 313(2). 18 Education (General Provisions) Act 2006 (Qld) s 312(2). 19 Education (General Provisions) Act 2006 (Qld) s 313(1). 20 Education (General Provisions) Act 2006 (Qld) ss 401, 402. 21 Queensland Civil"
State-school-exclusions.pdf,7,"QCAT. 16 Education (General Provisions) Act 2006 (Qld) s 313(1). 17 Education (General Provisions) Act 2006 (Qld) s 313(2). 18 Education (General Provisions) Act 2006 (Qld) s 312(2). 19 Education (General Provisions) Act 2006 (Qld) s 313(1). 20 Education (General Provisions) Act 2006 (Qld) ss 401, 402. 21 Queensland Civil and Administrative Tribunal Act 2009 (Qld) s 33(3). State school exclusions What do I have to do if I am not going to school? If you are excluded from all state schools, the Chief Executive has to arrange for you to have access to an educational program.22 This is usually called an ‘alternate education program’. What else can I do? You could contact the Queensland Ombudsman. It is their job to investigate complaints about Queensland Government Departments like Education Queensland. The Ombudsman may make recommendations to Education Queensland after their investigation of your complaint. If you are permanently excluded from school you can also write to the Chief Executive each year up until you turn 24 asking for the decision to be revoked.23 You may be able to go back to school if you are able to show that your behaviour has improved or you are no longer a risk to school staff or students. The Chief Executive has forty (40) days to consider your submission and tell you the decision.24 22 Education (General Provisions) Act 2006 (Qld) s 304. 23 Education (General Provisions) Act 2006 (Qld) s 315. 24 Education (General Provisions) Act 2006 (Qld) s 315(4). State school exclusions Who can I contact for support Youth Advocacy Centre (YAC) www.yac.net.au 3356 1002 Aboriginal & Torres Strait Islander Legal Service (24hrs 7 days a week) www.atsils.org.au 3025 3888 or (free call) 1800 012 255 Logan Youth & Family Legal Service www.yfs.org.au 3826 1500 Legal Aid Queensland www.legalaid.qld.gov.au 1300 651"
State-school-exclusions.pdf,8,exclusions Who can I contact for support Youth Advocacy Centre (YAC) www.yac.net.au 3356 1002 Aboriginal & Torres Strait Islander Legal Service (24hrs 7 days a week) www.atsils.org.au 3025 3888 or (free call) 1800 012 255 Logan Youth & Family Legal Service www.yfs.org.au 3826 1500 Legal Aid Queensland www.legalaid.qld.gov.au 1300 651 188 Hub Community Legal www.hubcommunity.org.au 3372 7677 Youth Legal Advice Hotline (Monday – Thursday 8am – 9pm; Friday 8am – Sunday 5pm) 1800 527 527 Community Legal Centres (CLCs) see www.naclc.org.au for your nearest CLC About the Youth Advocacy Centre The Youth Advocacy Centre offers free and confidential legal and social support services for young people in Queensland. www.yac.net.au (07) 3356 1002
